Latitude,Longitude,Safety Score
52.29081,-1.58309,53.945610687022906
52.29081,-1.58082,53.945610687022906
52.29084,-1.57659,50.02196737295188
52.29086,-1.58311,53.945610687022906
52.29092,-1.58136,53.945610687022906
52.29093,-1.58276,57.92461832061068
52.29094,-1.58286,53.945610687022906
52.29094,-1.58259,49.96660305343511
52.29094,-1.57684,54.00097500653967
52.29095,-1.58167,53.945610687022906
52.29097,-1.58302,53.945610687022906
52.2909716,-1.5830234,42.31393129770992
52.29107,-1.54668,41.37653814319078
52.29111,-1.57742,50.02196737295188
52.29114,-1.57753,57.97998264012747
52.29116,-1.57764,50.02196737295188
52.29117,-1.57778,57.97998264012747
52.29117,-1.54673,41.37653814319078
52.2912,-1.53811,39.35640197696447
52.29121,-1.57794,50.02196737295188
52.29122,-1.57793,50.02196737295188
52.29125,-1.57803,57.97998264012747
52.2913,-1.57814,54.00097500653967
52.2913,-1.57789,54.00097500653967
52.2913023,-1.5778892,42.3692956172267
52.29131,-1.53673,32.58236365534075
52.29134,-1.57822,53.945610687022906
52.29134,-1.57801,54.00097500653967
52.29134,-1.57799,50.02196737295188
52.291387,-1.5783038,42.31393129770992
52.29139,-1.5783,53.945610687022906
52.2914,-1.57826,57.92461832061068
52.29140349999999,-1.5782611,42.31393129770992
52.29141,-1.57826,49.96660305343511
52.29147,-1.54715,42.038245640286206
52.2918076,-1.5381524,43.12051015430029
52.29191,-1.54761,42.082444618129095
52.2919643,-1.53576,44.625774571872945
52.29226,-1.5382,39.548280825458086
52.2923339,-1.5382023,43.13383511691817
52.29237,-1.54819,41.96980323671482
52.2923727,-1.5481874,42.17018491610413
52.292597,-1.5369774,51.214953290808104
52.2930159,-1.5370596,51.044829661239994
52.29302,-1.53706,31.77956248566748
52.29311,-1.53828,38.60124314421011
52.2931277,-1.5359592,43.73197464375409
52.2935,-1.53832,38.595245290238694
52.29353,-1.53805,38.6199058988965
52.29359,-1.53717,39.16987479598208
52.2936,-1.53702,39.08612134321825
52.29414,-1.53713,38.7783679575079
52.2948,-1.53725,36.27001305883122
52.29599,-1.5374,37.72707039929693
52.2961,-1.53742,38.4249348309366
52.29612,-1.53701,38.4249348309366
52.29629,-1.53701,38.4249348309366
52.29631,-1.537,38.4249348309366
